Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Interior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,Model_Family,Vehicle_Age,Is_Hybrid,Region,MPG_City,MPG_Highway,MPG_Combined,Engine_Displacement_L,Engine_Cylinders,Price_Per_Mile,Has_Ratings
2022,Honda,Accord Sport 1.5T,New,30470.0,4.8,1030,Still Night Pearl,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F31NA104750,5.0,5.0,5.0,5.0,5.0,5.0,5.0,GA,Dealer,Accord,1,False,South,29.0,35.0,32.0,1.5,4.0,,True
2022,Honda,Pilot Black Edition,Honda Certified,46184.0,4.7,423,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H71NB015461,6533.0,5.0,5.0,5.0,5.0,5.0,5.0,OH,Dealer,Pilot,1,False,Midwest,19.0,26.0,22.5,3.5,6.0,7.069340272462881,True
2016,Honda,Pilot EX-L,Used,21998.0,4.6,1100,White,Beige,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H52GB025790,90846.0,4.7,4.6,4.5,4.4,4.6,4.6,MI,Dealer,Pilot,7,False,Midwest,18.0,26.0,22.0,3.5,6.0,0.24214604935825462,True
2022,Honda,Civic Sport,Used,25533.0,4.8,1028,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,2HGFE2F52NH570029,33414.0,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer,Civic,1,False,Midwest,30.0,37.0,33.5,2.0,4.0,0.76414077931406,True
2011,Honda,Element EX,Used,16800.0,4.5,470,Black,–,Four-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH2H72BL006807,102577.0,4.5,4.7,4.5,4.8,4.6,4.9,OH,Dealer,Element,12,False,Midwest,19.0,24.0,21.5,2.4,4.0,0.16377940473985397,True
2021,Honda,Pilot Touring 8-Passenger,Used,39300.0,4.6,102,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H95MB058328,28580.0,4.9,4.8,4.8,4.7,4.7,4.8,OH,Dealer,Pilot,2,False,Midwest,19.0,26.0,22.5,3.5,6.0,1.3750874737578727,True
2020,Honda,Odyssey EX-L,Honda Certified,37990.0,5.0,1922,Pacific Pewter Metallic,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H74LB026786,15174.0,4.8,4.8,4.7,4.6,4.7,4.7,SC,Dealer,Odyssey,3,False,South,19.0,28.0,23.5,3.5,6.0,2.5036246210623436,True
2006,Honda,Civic EX,Used,3900.0,4.7,141,Fiji Blue Pearl,Ivory,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,1HGFA16816L103432,188824.0,4.1,4.2,4.2,4.5,4.4,4.5,OH,Dealer,Civic,17,False,Midwest,30.0,40.0,35.0,1.8,4.0,0.0206541541329492,True
2008,Honda,Accord EX-L,Used,5995.0,4.4,0,Basque Red Pearl,–,Front-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,1HGCP36858A019125,225469.0,4.4,4.3,4.3,4.3,4.5,4.3,OH,Dealer,Accord,15,False,Midwest,19.0,29.0,24.0,3.5,6.0,0.026589021107114502,True
2023,Honda,Pilot EX-L 8-Passenger,New,45850.0,4.9,671,Platinum White Pearl,Black,All-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC,5FNYG1H42PB003649,0.0,,,,,,,OH,Dealer,Pilot,0,False,Midwest,,,,3.5,6.0,,False
2022,Honda,Accord Hybrid Sport,New,32560.0,5.0,810,–,–,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F21NA043161,,4.9,5.0,5.0,4.9,4.9,5.0,FL,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2023,Honda,Pilot Touring,New,51848.0,3.6,628,Radiant Red,–,All-wheel Drive,Gasoline,Automatic,3.5L V6 24V GDI DOHC,5FNYG1H76PB005995,8.0,,,,,,,NC,Dealer,Pilot,0,False,South,,,,3.5,6.0,,False
2019,Honda,Insight Touring,Used,26998.0,4.7,2,Gray,Black,Front-wheel Drive,Hybrid,Automatic CVT,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F94KE001183,30333.0,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer,Insight,4,True,South,51.0,45.0,48.0,1.5,4.0,0.8900537368542512,True
2019,Honda,Insight EX,Used,22991.0,3.7,886,Black,–,Front-wheel Drive,Hybrid,electric continuously variable,4 Cylinder Engine,19XZE4F55KE014795,57150.0,4.6,4.8,4.5,4.7,4.8,4.8,FL,Dealer,Insight,4,True,South,55.0,49.0,52.0,,4.0,0.40229221347331584,True
2014,Honda,Accord EX,Used,13999.0,3.9,246,Gray,Black,Front-wheel Drive,Gasoline,6-Speed Manual,2.4L I4 16V GDI DOHC,1HGCR2E76EA223229,104835.0,4.6,4.6,4.6,4.6,4.7,4.8,NC,Dealer,Accord,9,False,South,24.0,34.0,29.0,2.4,4.0,0.1335336481137025,True
2021,Honda,CR-V EX,Used,28919.0,4.9,1,White,Ivory,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H58MH650284,19665.0,4.9,4.8,4.8,4.8,4.9,4.9,NY,Dealer,CR-V,2,False,Northeast,27.0,32.0,29.5,1.5,4.0,1.4705822527332826,True
2022,Honda,Pilot TrailSport,New,46500.0,4.9,1215,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H87NB095101,,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,Pilot,1,False,Northeast,19.0,25.0,22.0,3.5,6.0,,True
2020,Honda,Passport Elite,Used,31997.0,4.2,619,Black Forest Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H01LB017867,42618.0,4.9,4.8,4.8,4.6,4.8,4.8,PA,Dealer,Passport,3,False,Northeast,19.0,24.0,21.5,3.5,6.0,0.7507860528415223,True
2019,Honda,Pilot LX,Used,26699.0,5.0,98,Obsidian Blue Pearl,Gray,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H19KB033966,49547.0,4.8,4.7,4.7,4.6,4.7,4.8,NC,Dealer,Pilot,4,False,South,19.0,27.0,23.0,3.5,6.0,0.5388620905402951,True
2015,Honda,CR-V EX,Used,17627.0,4.6,251,Red,–,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H5XFL117279,86673.0,4.4,4.4,4.3,4.3,4.6,4.5,NY,Dealer,CR-V,8,False,Northeast,26.0,33.0,29.5,2.4,4.0,0.20337359962156612,True
2018,Honda,Civic LX,Used,21990.0,4.8,103,Blue,Gray,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F51JH586366,7747.0,4.7,4.7,4.8,4.8,4.9,4.8,VA,Dealer,Civic,5,False,South,31.0,40.0,35.5,2.0,4.0,2.8385181360526657,True
2011,Honda,Pilot EX-L,Used,11995.0,4.5,1,Gray,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,3.5L V6 24V MPFI SOHC,5FNYF4H64BB028650,129375.0,4.7,4.4,4.4,4.4,4.5,4.6,VA,Dealer,Pilot,12,False,South,16.0,22.0,19.0,3.5,6.0,0.09271497584541062,True
2019,Honda,Civic Si Base,Used,25500.0,2.5,26,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E54KH706514,49811.0,4.7,4.8,4.7,4.8,4.8,4.9,VA,Dealer,Civic,4,False,South,28.0,38.0,33.0,1.5,4.0,0.5119351147336934,True
2021,Honda,Pilot Touring 8-Passenger,Used,36695.0,4.2,934,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H93MB014232,39529.0,4.9,4.8,4.8,4.7,4.7,4.8,MD,Dealer,Pilot,2,False,Northeast,19.0,26.0,22.5,3.5,6.0,0.9283058008044727,True
2022,Honda,Pilot Touring 7-Passenger,New,47170.0,5.0,1664,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H62NB094954,77.0,5.0,5.0,5.0,5.0,5.0,5.0,VA,Dealer,Pilot,1,False,South,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Passport Elite,New,47620.0,4.0,730,Platinum White Pearl,Gray,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H07NB031887,4.0,5.0,5.0,4.9,5.0,4.9,5.0,MD,Dealer,Passport,1,False,Northeast,19.0,24.0,21.5,3.5,6.0,,True
2018,Honda,Civic Sport,Used,19750.0,4.7,1043,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H49JU432155,68180.0,4.7,4.7,4.8,4.8,4.9,4.8,MD,Dealer,Civic,5,False,Northeast,30.0,36.0,33.0,1.5,4.0,0.28967439131710176,True
2017,Honda,Pilot EX-L,Used,27899.0,4.7,2284,Modern Steel Metallic,–,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H52HB013005,34011.0,4.8,4.7,4.7,4.6,4.7,4.7,FL,Dealer,Pilot,6,False,South,19.0,27.0,23.0,3.5,6.0,0.8202934344770809,True
2022,Honda,Pilot TrailSport,New,46500.0,4.5,2115,White,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H88NB099982,5.0,5.0,5.0,5.0,5.0,5.0,5.0,FL,Dealer,Pilot,1,False,South,19.0,25.0,22.0,3.5,6.0,,True
2019,Honda,Ridgeline Sport,Used,23998.0,4.7,349,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK2F12KB005303,57676.0,4.9,4.8,4.8,4.6,4.7,4.9,FL,Dealer,Ridgeline,4,False,South,19.0,26.0,22.5,3.5,6.0,0.41608294611276786,True
2023,Honda,Civic Si,New,30050.0,5.0,6875,Sonic Gray Pearl,Black/Red,Front-wheel Drive,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1E51PH471829,0.0,,,,,,,NJ,Dealer,Civic,0,False,Northeast,27.0,37.0,32.0,1.5,4.0,,False
2022,Honda,Ridgeline Black Edition,New,47260.0,5.0,7833,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F84NB038357,1.0,5.0,4.9,4.9,4.3,4.7,5.0,NY,Dealer,Ridgeline,1,False,Northeast,18.0,24.0,21.0,3.5,6.0,,True
2008,Honda,Civic EX,Used,9995.0,4.4,147,Silver,Grey,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,2HGFA16898H303538,64423.0,4.2,4.4,4.3,4.5,4.5,4.7,NY,Dealer,Civic,15,False,Northeast,25.0,36.0,30.5,1.8,4.0,0.15514645390621362,True
2018,Honda,Pilot EX-L,Used,26700.0,4.4,26,Lunar Silver Metallic,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H50JB058231,43698.0,4.7,4.6,4.7,4.5,4.6,4.7,NY,Dealer,Pilot,5,False,Northeast,18.0,26.0,22.0,3.5,6.0,0.6110119456268022,True
2022,Honda,Pilot Touring 7-Passenger,New,48860.0,5.0,6031,Platinum White Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H64NB091165,,5.0,5.0,5.0,5.0,5.0,5.0,NY,Dealer,Pilot,1,False,Northeast,19.0,26.0,22.5,3.5,6.0,,True
2015,Honda,Civic LX,Used,12890.0,4.7,1,White,Beige,Front-wheel Drive,Gasoline,Automatic CVT,1.8L I4 16V MPFI SOHC,19XFB2F54FE704558,103944.0,4.6,4.6,4.6,4.7,4.6,4.8,CT,Dealer,Civic,8,False,Northeast,30.0,39.0,34.5,1.8,4.0,0.12400908181328407,True
2018,Honda,Civic Sport,Honda Certified,22623.0,4.2,2065,White Orchid Pearl,Black / Ivory,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H4XJU425294,26041.0,4.7,4.7,4.8,4.8,4.9,4.8,MA,Dealer,Civic,5,False,Northeast,30.0,36.0,33.0,1.5,4.0,0.868745439883261,True
2019,Honda,CR-V LX,Used,24195.0,4.9,142,White,–,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRW6H33KH201307,41953.0,4.8,4.8,4.7,4.7,4.8,4.8,ME,Dealer,CR-V,4,False,Northeast,25.0,31.0,28.0,2.4,4.0,0.5767168021357233,True
2023,Honda,HR-V Sport,New,27145.0,5.0,619,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Variable,Regular Unleaded I-4 2.0 L/122,3CZRZ1H52PM722767,0.0,4.0,5.0,4.0,5.0,5.0,5.0,CA,Dealer,HR-V,0,False,West,26.0,32.0,29.0,2.0,4.0,,True
2023,Honda,Civic Si Sedan,New,30050.0,5.0,619,Platinum White Pearl,Black/Red,Front-wheel Drive,Gasoline,Manual,Intercooled Turbo Premium Unleaded I-4 1.5 L/91,2HGFE1E58PH471990,0.0,,,,,,,CA,Dealer,Civic,0,False,West,27.0,37.0,32.0,1.5,4.0,,False
2016,Honda,Accord LX,Used,17399.0,4.7,54,–,–,Front-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,1HGCR2F30GA217103,92698.0,4.8,4.7,4.7,4.7,4.8,4.8,CA,Dealer,Accord,7,False,West,27.0,37.0,32.0,2.4,4.0,0.18769552741159465,True
2017,Honda,Civic EX-T,Used,19990.0,4.0,9545,Silver,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFC1F30HE212814,57367.0,4.7,4.7,4.8,4.8,4.8,4.8,,,Civic,6,False,,32.0,42.0,37.0,1.5,4.0,0.3484581728171248,True
2023,Honda,Ridgeline RTL-E,New,43080.0,4.8,7,Platinum,Black,All-wheel Drive,Gasoline,–,3.5L V6 24V GDI SOHC,5FPYK3F77PB009283,0.0,5.0,4.8,4.8,4.2,5.0,5.0,CA,Dealer,Ridgeline,0,False,West,,,,3.5,6.0,,True
2020,Honda,Odyssey EX-L,Used,33555.0,4.7,0,Crystal Black Pearl,Mocha,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H73LB042557,34064.0,4.8,4.8,4.7,4.6,4.7,4.7,CA,Dealer,Odyssey,3,False,West,19.0,28.0,23.5,3.5,6.0,0.9850575387505871,True
2023,Honda,Civic Si Base,New,30050.0,4.7,0,Sonic Gray Pearl,Black / Red,Front-wheel Drive,Gasoline,6-Speed Manual,1.5L I4 16V GDI DOHC Turbo,2HGFE1E54PH471744,,,,,,,,CA,Dealer,Civic,0,False,West,,,,1.5,4.0,,False
2023,Honda,CR-V EX-L,New,36900.0,4.7,12,Mountain Air Metallic,Black,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,7FARS4H70PE008898,,5.0,5.0,5.0,4.0,4.0,5.0,CA,Dealer,CR-V,0,False,West,,,,1.5,4.0,,True
2018,Honda,CR-V EX,Used,22998.0,4.7,2,–,–,Front-wheel Drive,Gasoline,Automatic,4 Cylinder Engine,2HKRW1H54JH512795,109628.0,4.8,4.7,4.7,4.6,4.7,4.7,CA,Dealer,CR-V,5,False,West,28.0,34.0,31.0,,4.0,0.2097821724376984,True
2006,Honda,Civic LX,Used,6995.0,4.3,18,White,Beige,Front-wheel Drive,Gasoline,5-Speed Automatic,1.8L I4 16V MPFI SOHC,1HGFA16526L076103,109054.0,4.1,4.2,4.2,4.5,4.4,4.5,CA,Dealer,Civic,17,False,West,30.0,40.0,35.0,1.8,4.0,0.06414253489097145,True
2020,Honda,Fit LX,Used,19080.0,4.3,1905,Blue,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H45LM717008,33374.0,4.7,4.6,4.7,4.8,4.5,4.8,AZ,Dealer,Fit,3,False,West,33.0,40.0,36.5,1.5,4.0,0.5717025229220352,True
2020,Honda,Civic LX,Honda Certified,20377.0,4.3,1905,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H3XLU200528,43801.0,4.8,4.8,4.9,4.8,4.9,4.9,AZ,Dealer,Civic,3,False,West,31.0,40.0,35.5,1.5,4.0,0.4652176890938563,True
2020,Honda,Pilot Elite,Honda Certified,36998.0,4.7,5248,Deep Scarlet Pearl,–,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H0XLB029438,38925.0,4.6,4.5,4.2,4.1,4.5,4.1,AZ,Dealer,Pilot,3,False,West,19.0,26.0,22.5,3.5,6.0,0.9504945407835581,True
2022,Honda,Pilot Sport,New,42523.0,4.8,725,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H31NB078878,5.0,5.0,5.0,5.0,5.0,5.0,5.0,OR,Dealer,Pilot,1,False,West,19.0,26.0,22.5,3.5,6.0,,True
2022,Honda,Pilot Sport,New,39375.0,4.8,1650,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF5H34NB037624,4.0,5.0,5.0,5.0,5.0,5.0,5.0,OR,Dealer,Pilot,1,False,West,20.0,27.0,23.5,3.5,6.0,,True
2018,Honda,Fit EX-L,Used,23987.0,5.0,219,Orange,–,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC,3HGGK5H90JM700674,45452.0,4.6,4.7,4.6,4.8,4.8,4.8,WA,Dealer,Fit,5,False,West,31.0,36.0,33.5,1.5,4.0,0.5277435536390038,True
2019,Honda,Civic EX,Used,23772.0,5.0,4793,White,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H63KU408095,47715.0,4.8,4.8,4.9,4.8,4.9,4.9,WA,Dealer,Civic,4,False,West,31.0,40.0,35.5,1.5,4.0,0.4982081106570261,True
2022,Honda,Pilot Special Edition,New,44204.0,5.0,5,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-SPEED A/T,V6 Cylinder Engine,5FNYF6H24NB080437,6.0,5.0,5.0,5.0,5.0,5.0,5.0,OK,Dealer,Pilot,1,False,South,19.0,26.0,22.5,,6.0,,True
2023,Honda,CR-V Hybrid Sport Touring,New,40850.0,4.8,2503,Radiant Red,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H97PH806289,0.0,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,Civic Sport Touring,New,32500.0,4.8,2503,Platinum White Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,19XFL1H89PE002929,0.0,,,,,,,TX,Dealer,Civic,0,False,South,,,,1.5,4.0,,False
2023,Honda,Odyssey Elite,New,51310.0,4.9,273,Radiant Red Metallic II,Beige,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H9XPB032549,10.0,5.0,5.0,4.0,4.0,4.0,5.0,TX,Dealer,Odyssey,0,False,South,,,,3.5,6.0,,True
2023,Honda,CR-V Hybrid Sport,New,34141.0,4.9,3405,Still Night Pearl,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS5H56PH702089,12.0,5.0,3.0,4.0,4.0,5.0,5.0,TX,Dealer,CR-V,0,True,South,,,,2.0,4.0,,True
2023,Honda,Civic Touring,New,30745.0,4.6,880,Rallye Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F99PH304037,7.0,,,,,,,OK,Dealer,Civic,0,False,South,,,,1.5,4.0,,False
2016,Honda,CR-V EX-L,Used,16950.0,4.6,2,Maroon,Beige,Front-wheel Drive,Gasoline,continuously variable w/sport mode,4 Cylinder Engine,2HKRM3H78GH553989,114975.0,4.6,4.5,4.6,4.6,4.7,4.7,NE,Dealer,CR-V,7,False,Midwest,26.0,33.0,29.5,,4.0,0.14742335290280495,True
2022,Honda,Accord Hybrid Sport,New,31697.0,5.0,1596,Lunar Silver Metallic,Black,Front-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA046195,5.0,4.9,5.0,5.0,4.9,4.9,5.0,TX,Dealer,Accord,1,True,South,44.0,41.0,42.5,2.0,4.0,,True
2020,Honda,Pilot EX-L,Used,34957.0,4.9,1009,Modern Steel Metallic,Gray,All-wheel Drive,Gasoline,6-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF6H54LB040060,36179.0,4.6,4.5,4.2,4.1,4.5,4.1,SD,Dealer,Pilot,3,False,Midwest,18.0,26.0,22.0,3.5,6.0,0.9662234998203377,True
2017,Honda,Civic EX-L w/Navi,Used,19500.0,4.7,2579,Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,SHHFK7H79HU212664,72701.0,4.7,4.7,4.8,4.8,4.8,4.8,KS,Dealer,Civic,6,False,Midwest,31.0,40.0,35.5,1.5,4.0,0.2682218951596264,True
2022,Honda,Civic Touring,Used,30995.0,5.0,1241,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HGFE1F90NH316378,2317.0,4.6,4.9,4.4,4.6,4.6,4.7,TX,Dealer,Civic,1,False,South,31.0,38.0,34.5,1.5,4.0,13.377211911955115,True
2015,Honda,CR-V LX,Used,16995.0,4.4,5,Black,–,All-wheel Drive,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,5J6RM4H39FL073046,81595.0,4.4,4.4,4.3,4.3,4.6,4.5,TX,Dealer,CR-V,8,False,South,26.0,33.0,29.5,2.4,4.0,0.2082848213738587,True
2023,Honda,Ridgeline RTL-E,New,47610.0,4.8,13,Crystal Black Pearl,Black,All-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FPYK3F7XPB014378,1.0,5.0,4.8,4.8,4.2,5.0,5.0,IA,Dealer,Ridgeline,0,False,Midwest,,,,3.5,6.0,,True
2020,Honda,Accord EX 1.5T,Used,27695.0,4.6,6558,Lunar Silver Metallic,Gray,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F4XLA126851,15363.0,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer,Accord,3,False,Midwest,30.0,38.0,34.0,1.5,4.0,1.8027078044652738,True
2020,Honda,Accord LX 1.5T,Used,24990.0,5.0,2352,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F14LA004038,40477.0,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer,Accord,3,False,Midwest,30.0,38.0,34.0,1.5,4.0,0.617387652246955,True
2020,Honda,Accord EX 1.5T,Honda Certified,26998.0,3.9,1075,Modern Steel Metallic,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F46LA067331,38317.0,4.8,4.8,4.8,4.8,4.9,4.9,MN,Dealer,Accord,3,False,Midwest,30.0,38.0,34.0,1.5,4.0,0.7045958712842864,True
2022,Honda,Odyssey Touring,Used,41999.0,5.0,1160,Platinum White Pearl,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H80NB001458,40307.0,4.3,4.4,4.3,4.1,4.3,4.3,LA,Dealer,Odyssey,1,False,South,19.0,28.0,23.5,3.5,6.0,1.0419778202297367,True
2023,Honda,CR-V Hybrid Sport Touring,New,40240.0,3.7,270,Radiant Red Metallic,Black,All-wheel Drive,Hybrid,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H9XPH801345,2.0,5.0,3.0,4.0,4.0,5.0,5.0,IA,Dealer,CR-V,0,True,Midwest,,,,2.0,4.0,,True
2019,Honda,CR-V EX,Used,28496.0,5.0,3692,Obsidian Blue Pearl,Gray,All-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,2HKRW2H51KH652794,28470.0,4.8,4.8,4.7,4.7,4.8,4.8,IL,Dealer,CR-V,4,False,Midwest,27.0,33.0,30.0,1.5,4.0,1.0009132420091325,True
2011,Honda,CR-V EX,Used,16995.0,4.6,37,Gray,Black,Four-wheel Drive,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6RE4H50BL099804,95953.0,4.5,4.4,4.4,4.6,4.5,4.7,WI,Dealer,CR-V,12,False,Midwest,21.0,27.0,24.0,2.4,4.0,0.1771179640032099,True
2019,Honda,Odyssey EX,Used,26995.0,4.6,165,Gray,Gray,Front-wheel Drive,Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H56KB119144,71322.0,4.8,4.6,4.5,4.3,4.7,4.5,KY,Dealer,Odyssey,4,False,South,19.0,28.0,23.5,3.5,6.0,0.37849471411345725,True
2018,Honda,Civic LX,Used,20896.0,4.6,907,Rallye Red,Black,Front-wheel Drive,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,2HGFC2F55JH582725,29108.0,4.7,4.7,4.8,4.8,4.9,4.8,WI,Dealer,Civic,5,False,Midwest,31.0,40.0,35.5,2.0,4.0,0.7178782465301635,True
2018,Honda,Odyssey Elite,Used,34000.0,4.7,77,Silver,Gray,Front-wheel Drive,Gasoline,10-Speed Automatic,3.5L V6 24V GDI SOHC,5FNRL6H99JB051133,44910.0,4.8,4.7,4.6,4.3,4.7,4.6,WI,Dealer,Odyssey,5,False,Midwest,19.0,28.0,23.5,3.5,6.0,0.7570696949454464,True
2022,Honda,Accord Sport 1.5T,Honda Certified,28594.0,5.0,3841,Crystal Black Pearl,Black,Front-wheel Drive,Gasoline,Automatic CVT,1.5L I4 16V GDI DOHC Turbo,1HGCV1F36NA065251,5063.0,5.0,5.0,5.0,5.0,5.0,5.0,IL,Dealer,Accord,1,False,Midwest,29.0,35.0,32.0,1.5,4.0,5.647639739285009,True
2023,Honda,HR-V Sport,New,28790.0,3.9,841,Urban Gray Pearl,Black,All-wheel Drive,Gasoline,Automatic,2.0L I4 16V GDI DOHC,3CZRZ2H57PM701208,1500.0,4.0,5.0,4.0,5.0,5.0,5.0,WI,Dealer,HR-V,0,False,Midwest,,,,2.0,4.0,,True
